year,country,region,happiness_score,healthy_life_expectancy,perceptions_of_corruption,freedom_to_make_life_choices,social_support,gdp_per_capita,generosity,temperature,fertility_rate,population
2018,Congo,Sub-Saharan Africa,4.559,0.343,0.077,0.514,0.811,0.682,0.091,24.32,4.367,5441062.0
2019,Congo,Sub-Saharan Africa,4.812,0.508,0.093,0.372,0.799,0.673,0.105,24.37,4.296,5570733.0
2020,Congo,Sub-Saharan Africa,5.194399834,0.458101124,0.118670784,0.386514395,0.757636011,0.633616745,0.117216013,24.48,4.234,5702174.0
2021,Congo,Sub-Saharan Africa,5.342,0.307,0.124,0.381,0.392,0.518,0.144,24.46,4.171,5835806.0
2022,Congo,Sub-Saharan Africa,5.075,0.355,0.146,0.431,0.405,0.95,0.13,24.38,4.095,5970424.0
2015,Costa Rica,Latin America and Caribbean,7.226,0.86027,0.10583,0.63376,1.23788,0.95578,0.25497,25.11,1.79,4895242.0
2016,Costa Rica,Latin America and Caribbean,7.087,0.76146,0.10547,0.55225,1.02152,1.06879,0.22553,25.13,1.754,4945205.0
2017,Costa Rica,Latin America and Caribbean,7.078999996,0.759509265,0.100106589,0.58013165,1.416403651,1.109706283,0.214613229,24.91,1.74,4993842.0
2018,Costa Rica,Latin America and Caribbean,7.072,0.817,0.101,0.632,1.459,1.01,0.143,24.51,1.709,5040734.0
2019,Costa Rica,Latin America and Caribbean,7.167,0.963,0.093,0.558,1.441,1.034,0.144,24.87,1.632,5084532.0
2020,Costa Rica,Latin America and Caribbean,7.121399879,0.939635336,0.096362092,0.645017743,1.374853611,0.981107712,0.131266311,25.07,1.555,5123105.0
2021,Costa Rica,Latin America and Caribbean,7.069,0.722,0.083,0.673,0.966,1.134,0.105,24.89,1.533,5153957.0
2022,Costa Rica,Latin America and Caribbean,6.582,0.744,0.102,0.661,1.054,1.584,0.089,24.64,1.522,5180829.0
2015,Croatia,Central and Eastern Europe,5.759,0.78805,0.0243,0.25883,0.79624,1.08254,0.05444,12.67,1.41,4203604.0
2016,Croatia,Central and Eastern Europe,5.488,0.70524,0.04002,0.23907,0.60809,1.18649,0.18434,12.26,1.43,4174349.0
2017,Croatia,Central and Eastern Europe,5.293000221,0.701288521,0.04310311,0.255772293,0.967983007,1.222556233,0.248002976,12.29,1.42,4124531.0
2018,Croatia,Central and Eastern Europe,5.321,0.737,0.039,0.38,1.161,1.115,0.12,13.08,1.47,4087843.0
2019,Croatia,Central and Eastern Europe,5.432,0.914,0.022,0.296,1.266,1.155,0.119,13.16,1.47,4065253.0
2020,Croatia,Central and Eastern Europe,5.504700184,0.900575578,0.012325006,0.381456882,1.311264873,1.109024286,0.113998979,12.62,1.48,4047680.0
2021,Croatia,Central and Eastern Europe,5.882,0.703,0.030124686,0.453,1.039,1.251,0.111,12.19,1.62,3878981.0
2022,Croatia,Central and Eastern Europe,6.125,0.709,0.030124686,0.535,1.183,1.705,0.109,13.16,1.53,3855641.0
2015,Cyprus,Western Europe,5.689,0.92356,0.06146,0.40672,0.89318,1.20813,0.30638,18.91,1.326,1187280.0
2016,Cyprus,Western Europe,5.546,0.8488,0.05228,0.29507,0.70697,1.31857,0.27906,19.61,1.36,1197881.0
2017,Cyprus,Western Europe,5.620999813,0.844714701,0.041237976,0.355111539,1.131363273,1.355938077,0.271254301,19.21,1.322,1208523.0
2018,Cyprus,Western Europe,5.762,0.909,0.035,0.423,1.191,1.229,0.202,20.12,1.32,1218831.0
2019,Cyprus,Western Europe,6.046,1.042,0.041,0.406,1.223,1.263,0.19,19.49,1.332,1228836.0
2020,Cyprus,Western Europe,6.15899992,1.026124597,0.051207144,0.459385872,1.149170756,1.21279943,0.227932334,19.78,1.328,1237537.0
2021,Cyprus,Western Europe,6.223,0.801,0.061,0.464,0.765,1.377,0.178,19.87,1.321,1244188.0
2022,Cyprus,Western Europe,6.221,0.819,0.062,0.448,0.909,1.815,0.123,19.33,1.311,1251488.0
2015,Czechia,Central and Eastern Europe,6.505,0.84483,0.02652,0.46364,1.20643,1.17898,0.10686,-999.0,1.57,10546059.0
2016,Czechia,Central and Eastern Europe,6.596,0.76376,0.03986,0.41418,1.00793,1.30915,0.09929,-999.0,1.63,10566332.0
2017,Czechia,Central and Eastern Europe,6.609000206,0.754444003,0.036872927,0.490946174,1.433885217,1.352682352,0.088106759,-999.0,1.69,10594438.0
2018,Czechia,Central and Eastern Europe,6.711,0.854,0.034,0.543,1.489,1.233,0.064,-999.0,1.71,10629928.0
2019,Czechia,Central and Eastern Europe,6.852,0.92,0.036,0.457,1.487,1.269,0.046,-999.0,1.71,10671870.0
2020,Czechia,Central and Eastern Europe,6.910900116,0.89456445,0.049803223,0.505744576,1.40528667,1.212322354,0.046325929,-999.0,1.74,10697858.0
2021,Czechia,Central and Eastern Europe,6.965,0.703,0.046,0.58,1.09,1.37,0.052,-999.0,1.83,10505772.0
2022,Czechia,Central and Eastern Europe,6.92,0.715,0.048,0.66,1.26,1.815,0.158,-999.0,1.61774660294866,10672118.0
2015,Denmark,Western Europe,7.527,0.87464,0.48357,0.64938,1.36058,1.32548,0.34139,9.38,1.71,5683483.0
2016,Denmark,Western Europe,7.526,0.79504,0.44453,0.57941,1.16374,1.44178,0.36171,9.14,1.79,5728010.0
2017,Denmark,Western Europe,7.521999836,0.792565525,0.400770068,0.626006722,1.551121593,1.482383013,0.355280489,9.05,1.75,5764980.0
2018,Denmark,Western Europe,7.555,0.868,0.408,0.683,1.59,1.351,0.284,9.69,1.73,5793636.0
2019,Denmark,Western Europe,7.6,0.996,0.41,0.592,1.573,1.383,0.252,9.71,1.7,5814422.0
2020,Denmark,Western Europe,7.645599842,0.979332566,0.495260328,0.665039897,1.503449202,1.326948524,0.242793396,10.08,1.68,5831404.0
2021,Denmark,Western Europe,7.62,0.763,0.485,0.686,1.108,1.502,0.208,8.96,1.72,5856733.0
2022,Denmark,Western Europe,7.636,0.777,0.532,0.719,1.243,1.953,0.188,9.77,1.55,5903037.0
2015,Dominican Rep.,Latin America and Caribbean,4.885,0.66825,0.14234,0.57672,1.17202,0.89537,0.21684,25.1,2.43,10405832.0
2016,Dominican Rep.,Latin America and Caribbean,5.155,0.57669,0.12372,0.52259,0.99496,1.02787,0.21286,24.93,2.406,10527592.0
2017,Dominican Rep.,Latin America and Caribbean,5.230000019,0.574873745,0.113945253,0.552589834,1.402416706,1.079373837,0.18696785,24.74,2.39,10647244.0
2018,Dominican Rep.,Latin America and Caribbean,5.302,0.614,0.106,0.578,1.441,0.982,0.12,24.61,2.381,10765531.0
2019,Dominican Rep.,Latin America and Caribbean,5.425,0.779,0.101,0.497,1.401,1.015,0.113,24.91,2.344,10881882.0
2020,Dominican Rep.,Latin America and Caribbean,5.689199924,0.741901696,0.115945682,0.5628739,1.328888893,0.983191848,0.112196781,24.91,2.303,10999664.0
2021,Dominican Rep.,Latin America and Caribbean,5.545,0.555,0.144,0.581,0.879,1.106,0.101,24.75,2.273,11117873.0
2022,Dominican Rep.,Latin America and Caribbean,5.737,0.577,0.179,0.606,1.003,1.538,0.084,24.57,2.247,11228821.0
2015,Ecuador,Latin America and Caribbean,5.975,0.79075,0.1809,0.48574,0.99903,0.86402,0.11541,22.14,2.26,16195902.0
2016,Ecuador,Latin America and Caribbean,5.976,0.68613,0.18037,0.4027,0.85974,0.97306,0.10074,21.96,2.201,16439585.0
2017,Ecuador,Latin America and Caribbean,6.007999897,0.685636222,0.140134647,0.455198199,1.286168814,1.000820398,0.150112465,21.76,2.174,16696944.0
2018,Ecuador,Latin America and Caribbean,5.973,0.736,0.12,0.556,1.33,0.889,0.114,21.53,2.133,17015672.0
2019,Ecuador,Latin America and Caribbean,6.028,0.868,0.087,0.498,1.312,0.912,0.126,22.0,2.088,17343740.0
2020,Ecuador,Latin America and Caribbean,5.925199986,0.838837743,0.086753383,0.555234551,1.221027613,0.853383601,0.115006477,21.81,2.051,17588595.0
2021,Ecuador,Latin America and Caribbean,5.764,0.64,0.062,0.56,0.806,0.935,0.107,21.42,2.026,17797737.0
2022,Ecuador,Latin America and Caribbean,5.533,0.708,0.083,0.565,0.879,1.352,0.08,21.07,2.003,18001000.0
2015,Egypt,Middle East and North Africa,4.194,0.61712,0.06324,0.17288,0.747,0.8818,0.11291,23.44,3.436,97723799.0
2016,Egypt,Middle East and North Africa,4.362,0.52116,0.10393,0.18847,0.49813,0.95395,0.12706,23.82,3.203,99784030.0
2017,Egypt,Middle East and North Africa,4.735000134,0.520187259,0.114381365,0.282110155,0.997471392,0.989701807,0.128631443,23.31,3.151,101789386.0
2018,Egypt,Middle East and North Africa,4.419,0.553,0.107,0.312,1.025,0.885,0.092,24.08,3.098,103740765.0
2019,Egypt,Middle East and North Africa,4.166,0.644,0.067,0.241,1.039,0.913,0.076,23.38,3.001,105618671.0
2020,Egypt,Middle East and North Africa,4.151400089,0.596911311,0.095461793,0.373684734,0.982539535,0.875228941,0.068801254,23.18,2.96,107465134.0
2021,Egypt,Middle East and North Africa,4.283,0.426,0.092,0.446,0.647,0.954,0.069,23.88,2.917,109262178.0
2022,Egypt,Middle East and North Africa,4.288,0.548,0.254,0.469,0.732,1.388,0.041,23.23,2.878,110990103.0
2015,El Salvador,Latin America and Caribbean,6.13,0.67737,0.11776,0.4035,1.02507,0.76454,0.10692,-999.0,2.067,6231066.0
2016,El Salvador,Latin America and Caribbean,6.068,0.596,0.10613,0.37269,0.80975,0.8737,0.08877,-999.0,1.965,6250510.0
2017,El Salvador,Latin America and Caribbean,6.002999783,0.596018553,0.08998096,0.43245253,1.182125092,0.909784496,0.078257985,-999.0,1.896,6266654.0
2018,El Salvador,Latin America and Caribbean,6.167,0.639,0.082,0.461,1.231,0.806,0.065,-999.0,1.849,6276342.0
2019,El Salvador,Latin America and Caribbean,6.253,0.789,0.074,0.43,1.242,0.794,0.093,-999.0,1.838,6280217.0
2020,El Salvador,Latin America and Caribbean,6.34829998,0.752730012,0.117030352,0.524043918,1.149397612,0.748940408,0.1189363,-999.0,1.819,6292731.0
2021,El Salvador,Latin America and Caribbean,6.061,0.565,0.16,0.615,0.675,0.845,0.116,-999.0,1.803,6314167.0
2022,El Salvador,Latin America and Caribbean,6.12,0.607,0.212,0.666,0.768,1.265,0.089,-999.0,1.785,6336392.0
2015,Estonia,Central and Eastern Europe,5.429,0.77361,0.15184,0.44888,1.22791,1.15174,0.0868,7.39,1.58,1315407.0
2016,Estonia,Central and Eastern Europe,5.517,0.68098,0.18519,0.41511,1.05163,1.27964,0.08423,6.48,1.6,1315790.0
2017,Estonia,Central and Eastern Europe,5.611000061,0.695168316,0.183248922,0.47913143,1.4766711,1.32087934,0.098890811,6.29,1.59,1317384.0
2018,Estonia,Central and Eastern Europe,5.739,0.737,0.174,0.553,1.532,1.2,0.086,7.02,1.67,1321977.0
2019,Estonia,Central and Eastern Europe,5.893,0.874,0.161,0.495,1.528,1.237,0.103,7.2,1.66,1326898.0
2020,Estonia,Central and Eastern Europe,6.021800041,0.842615008,0.201766819,0.576664805,1.453232527,1.192441225,0.125136748,8.14,1.58,1329522.0
2021,Estonia,Central and Eastern Europe,6.189,0.64,0.263,0.641,1.079,1.344,0.119,6.3,1.61,1330932.0
2022,Estonia,Central and Eastern Europe,6.341,0.728,0.333,0.689,1.232,1.793,0.123,6.9,1.41,1348840.0
2015,Ethiopia,Sub-Saharan Africa,4.512,0.44055,0.15048,0.4345,0.60406,0.19073,0.24325,23.94,4.531,102471895.0
2016,Ethiopia,Sub-Saharan Africa,4.508,0.34578,0.1717,0.36703,0.37932,0.29283,0.29522,23.92,4.469,105293228.0
2017,Ethiopia,Sub-Saharan Africa,4.460000038,0.353409708,0.165455714,0.408842742,0.864669204,0.339233845,0.31265074,23.64,4.39,108197950.0
2018,Ethiopia,Sub-Saharan Africa,4.35,0.391,0.146,0.452,0.95,0.308,0.22,23.26,4.343,111129438.0
2019,Ethiopia,Sub-Saharan Africa,4.286,0.532,0.1,0.344,1.033,0.336,0.209,23.42,4.323,114120594.0
2020,Ethiopia,Sub-Saharan Africa,4.186200142,0.483846247,0.117437035,0.41256687,1.001103282,0.315125644,0.227698103,23.35,4.243,117190911.0
2021,Ethiopia,Sub-Saharan Africa,4.275,0.331,0.114,0.451,0.679,0.37,0.241,23.41,4.159,120283026.0
2022,Ethiopia,Sub-Saharan Africa,4.241,0.457,0.136,0.472,0.809,0.788,0.205,23.45,4.063,123379924.0
2015,Finland,Western Europe,7.406,0.88911,0.41372,0.64169,1.31826,1.29025,0.23351,3.6,1.65,5479531.0
2016,Finland,Western Europe,7.413,0.81091,0.41004,0.57104,1.13464,1.40598,0.25492,2.97,1.57,5495303.0
2017,Finland,Western Europe,7.468999863,0.80915767,0.382611543,0.617950857,1.540246725,1.443571925,0.245482773,2.4,1.49,5508214.0
2018,Finland,Western Europe,7.632,0.874,0.393,0.681,1.592,1.305,0.202,3.1,1.41,5515525.0
2019,Finland,Western Europe,7.769,0.986,0.393,0.596,1.587,1.34,0.153,2.67,1.35,5521606.0
2020,Finland,Western Europe,7.808700085,0.961271405,0.477857262,0.66231674,1.499525905,1.285189509,0.159670442,4.15,1.37,5529543.0
2021,Finland,Western Europe,7.842,0.741,0.481,0.691,1.106,1.446,0.124,2.34,1.46,5541017.0
2022,Finland,Western Europe,7.821,0.775,0.534,0.736,1.258,1.892,0.109,3.24,1.32,5556106.0
2015,France,Western Europe,6.575,0.94579,0.20646,0.55011,1.26038,1.27778,0.12332,12.17,1.96,66548272.0
2016,France,Western Europe,6.478,0.83795,0.17808,0.46562,1.00508,1.39488,0.1216,11.74,1.92,66724104.0
2017,France,Western Europe,6.441999912,0.844465852,0.172502428,0.470222116,1.387776852,1.430923462,0.129762307,11.96,1.89,66918020.0
2018,France,Western Europe,6.489,0.908,0.176,0.52,1.466,1.293,0.098,12.64,1.87,67158348.0
2019,France,Western Europe,6.592,1.045,0.183,0.436,1.472,1.324,0.111,12.38,1.86,67388001.0
2020,France,Western Europe,6.663799763,1.029714227,0.227303237,0.514050901,1.458839178,1.268129349,0.112607703,12.73,1.83,67571107.0
2021,France,Western Europe,6.69,0.804,0.235,0.536,1.081,1.421,0.092,11.58,1.84,67764304.0
2022,France,Western Europe,6.687,0.808,0.266,0.567,1.219,1.863,0.07,13.16,1.794,67971311.0
2015,Gabon,Sub-Saharan Africa,3.896,0.43372,0.11091,0.31914,0.90528,1.06024,0.06822,25.38,3.889,2028517.0
2016,Gabon,Sub-Saharan Africa,4.121,0.3494,0.09314,0.28098,0.72368,1.15851,0.06244,25.67,3.817,2086206.0
2017,Gabon,Sub-Saharan Africa,4.465000153,0.356578588,0.076046787,0.312328577,1.155620217,1.198210239,0.043785378,25.33,3.752,2140215.0
2018,Gabon,Sub-Saharan Africa,4.758,0.404,0.052,0.356,1.164,1.036,0.032,25.54,3.679,2192012.0
2019,Gabon,Sub-Saharan Africa,4.799,0.571,0.055,0.295,1.183,1.057,0.043,25.41,3.615,2242785.0
2020,Gabon,Sub-Saharan Africa,4.829299927,0.522574842,0.055804539,0.369459897,1.10639751,0.988044381,0.052013602,25.73,3.548,2292573.0
2021,Gabon,Sub-Saharan Africa,4.852,0.362,0.064,0.424,0.707,1.037,0.058,25.66,3.491,2341179.0
2022,Gabon,Sub-Saharan Africa,4.958,0.396,0.099,0.343,0.738,1.459,0.032,25.46,3.46,2388992.0
2015,Georgia,Central and Eastern Europe,4.297,0.72926,0.38331,0.40577,0.38562,0.7419,0.05547,9.59,2.204,3725276.0
2016,Georgia,Central and Eastern Europe,4.252,0.64035,0.3188,0.32461,0.19249,0.83792,0.06786,9.16,2.198,3727505.0
2017,Georgia,Central and Eastern Europe,4.285999775,0.649546981,0.251666635,0.309410036,0.570614934,0.950612664,0.054008815,9.38,2.144,3728004.0
2018,Georgia,Central and Eastern Europe,4.34,0.643,0.215,0.375,0.592,0.853,0.038,10.55,2.114,3726549.0
2019,Georgia,Central and Eastern Europe,4.519,0.752,0.164,0.346,0.666,0.886,0.043,9.97,2.011,3720161.0
2020,Georgia,Central and Eastern Europe,4.672599792,0.694657624,0.174088076,0.485494107,0.7311939,0.847198069,0.047609735,9.91,1.971,3722716.0
2021,Georgia,Central and Eastern Europe,4.891,0.498,0.181,0.488,0.47,1.03,0.032,10.05,2.081,3708610.0
2022,Georgia,Central and Eastern Europe,4.973,0.595,0.208,0.508,0.612,1.467,0.04827836428571429,9.92,2.063,3712502.0
2015,Germany,Western Europe,6.75,0.89186,0.21843,0.61477,1.29937,1.32792,0.28214,10.32,1.5,81686611.0
2016,Germany,Western Europe,6.994,0.81487,0.28551,0.53466,1.09774,1.44787,0.30452,9.86,1.6,82348669.0
2017,Germany,Western Europe,6.951000214,0.798950732,0.276731938,0.562511384,1.472520351,1.487923384,0.33626917,9.91,1.57,82657002.0
2018,Germany,Western Europe,6.965,0.861,0.28,0.586,1.474,1.34,0.273,10.73,1.57,82905782.0
2019,Germany,Western Europe,6.985,0.987,0.265,0.495,1.454,1.373,0.261,10.54,1.54,83092962.0
2020,Germany,Western Europe,7.075799942,0.972114801,0.309362292,0.564274132,1.368543744,1.314184546,0.252037704,10.78,1.53,83160871.0
2021,Germany,Western Europe,7.155,0.757,0.306,0.6,0.993,1.48,0.195,9.49,1.58,83196078.0
2022,Germany,Western Europe,7.034,0.776,0.358,0.585,1.088,1.924,0.163,10.83,1.455,83797985.0
2015,Ghana,Sub-Saharan Africa,4.633,0.40132,0.04355,0.42342,0.67954,0.54558,0.23087,27.95,4.05,28870939.0
2016,Ghana,Sub-Saharan Africa,4.276,0.29681,0.0326,0.40973,0.49353,0.63107,0.21203,28.21,3.911,29554303.0
2017,Ghana,Sub-Saharan Africa,4.119999886,0.295637727,0.02533637,0.423026294,0.873664737,0.667224824,0.256923944,28.04,3.713,30222262.0
2018,Ghana,Sub-Saharan Africa,4.657,0.337,0.029,0.499,0.896,0.592,0.212,27.95,3.731,30870641.0
2019,Ghana,Sub-Saharan Africa,4.996,0.486,0.04,0.381,0.868,0.611,0.245,27.81,3.683,31522290.0
2020,Ghana,Sub-Saharan Africa,5.147999763,0.432162255,0.056570381,0.477290064,0.96636796,0.575862467,0.261291206,28.1,3.623,32180401.0
2021,Ghana,Sub-Saharan Africa,5.088,0.287,0.058,0.517,0.595,0.68,0.268,28.3,3.563,32833031.0
2022,Ghana,Sub-Saharan Africa,4.872,0.409,0.056,0.5,0.595,1.112,0.23,27.73,3.507,33475870.0
2015,Greece,Western Europe,4.857,0.88213,0.01397,0.07699,0.92933,1.15406,0.015,14.35,1.33,10820883.0
2016,Greece,Western Europe,5.033,0.80029,0.04127,0.05822,0.75473,1.24886,0.015,14.84,1.38,10775971.0
2017,Greece,Western Europe,5.227000237,0.810198903,0.043289777,0.095731251,1.239414573,1.289487481,0.015,14.51,1.35,10754679.0
2018,Greece,Western Europe,5.358,0.879,0.044,0.131,1.202,1.154,0.015,15.2,1.35,10732882.0
2019,Greece,Western Europe,5.287,0.999,0.034,0.067,1.156,1.181,0.015,15.16,1.34,10721582.0
2020,Greece,Western Europe,5.514999866,0.979431748,0.048844352,0.173516348,1.168973565,1.128070116,0.015,15.01,1.39,10698599.0
2021,Greece,Western Europe,5.723,0.76,0.074,0.243,0.811,1.273,0.015,15.09,1.43,10569207.0
2022,Greece,Western Europe,5.948,0.774,0.108,0.249,0.98,1.703,0.015,14.88,1.43,10426919.0
2015,Guatemala,Latin America and Caribbean,6.123,0.64425,0.09472,0.57733,1.04356,0.74553,0.27489,24.15,3.029,15567419.0
2016,Guatemala,Latin America and Caribbean,6.324,0.54039,0.08701,0.50379,0.87119,0.83454,0.28808,24.26,2.973,15827690.0
2017,Guatemala,Latin America and Caribbean,6.453999996,0.54023999,0.077223279,0.531310618,1.255585194,0.872001946,0.283488393,24.05,2.857,16087418.0
2018,Guatemala,Latin America and Caribbean,6.382,0.608,0.071,0.604,1.268,0.781,0.179,23.5,2.743,16346950.0
2019,Guatemala,Latin America and Caribbean,6.436,0.746,0.078,0.535,1.269,0.8,0.175,23.99,2.61,16604026.0
2020,Guatemala,Latin America and Caribbean,6.398900032,0.705952585,0.0983603,0.613146722,1.174267054,0.753815711,0.170611665,24.34,2.484,16858333.0
2021,Guatemala,Latin America and Caribbean,6.435,0.519,0.105,0.638,0.79,0.845,0.163,24.08,2.395,17109746.0
2022,Guatemala,Latin America and Caribbean,6.262,0.522,0.115,0.662,0.831,1.274,0.112,23.77,2.354,17357886.0
2015,Guinea,Sub-Saharan Africa,3.656,0.24009,0.12139,0.37725,0.46475,0.17417,0.28657,26.07,5.022,11625998.0
2016,Guinea,Sub-Saharan Africa,3.607,0.18829,0.1192,0.30953,0.3109,0.22415,0.29914,26.31,4.926,11930985.0
2017,Guinea,Sub-Saharan Africa,3.506999969,0.194129139,0.110937618,0.348587513,0.791244686,0.24454993,0.264815092,26.24,4.789,12240789.0
2018,Guinea,Sub-Saharan Africa,3.964,0.211,0.094,0.394,0.792,0.344,0.185,26.1,4.669,12554864.0
2019,Guinea,Sub-Saharan Africa,4.534,0.375,0.086,0.332,0.829,0.38,0.207,25.86,4.576,12877539.0
2020,Guinea,Sub-Saharan Africa,4.949299812,0.333655238,0.112204559,0.371878058,0.75136596,0.390007734,0.249490842,26.34,4.489,13205153.0
2021,Guinea,Sub-Saharan Africa,4.984,0.206,0.111,0.384,0.399,0.42,0.25,26.6,4.399,13531906.0
2022,Guinea,Sub-Saharan Africa,4.891,0.275,0.116,0.334,0.566,0.848,0.214,25.95,4.303,13859341.0
2015,Honduras,Latin America and Caribbean,4.788,0.6951,0.06825,0.40148,0.95348,0.59532,0.23027,25.15,2.581,9294505.0
2016,Honduras,Latin America and Caribbean,4.871,0.58383,0.06906,0.26755,0.75596,0.69429,0.2044,25.18,2.536,9460798.0
2017,Honduras,Latin America and Caribbean,5.181000233,0.58256948,0.073345453,0.34807986,1.143944979,0.730573118,0.236188874,25.0,2.496,9626842.0
2018,Honduras,Latin America and Caribbean,5.504,0.622,0.074,0.459,1.205,0.62,0.197,24.51,2.46,9792850.0
2019,Honduras,Latin America and Caribbean,5.86,0.828,0.078,0.507,1.236,0.642,0.246,24.96,2.427,9958829.0
2020,Honduras,Latin America and Caribbean,5.953199863,0.791989982,0.086807102,0.568148077,1.186664104,0.598763585,0.256528199,25.21,2.394,10121763.0
2021,Honduras,Latin America and Caribbean,5.919,0.593,0.083,0.578,0.787,0.703,0.241,25.03,2.363,10278345.0
2022,Honduras,Latin America and Caribbean,6.022,0.555,0.076,0.582,0.885,1.111,0.202,24.71,2.34,10432860.0
2015,Hong Kong,East Asia,5.474,1.01328,0.37124,0.59608,1.05818,1.38604,0.39478,-999.0,1.196,7291300.0
2016,Hong Kong,East Asia,5.458,0.95277,0.31647,0.48079,0.87021,1.5107,0.40097,-999.0,1.205,7336600.0
2017,Hong Kong,East Asia,5.472000122,0.943062425,0.293933749,0.490968645,1.262790918,1.551674843,0.374465793,-999.0,1.128,7393200.0
2018,Hong Kong,East Asia,5.43,1.03,0.291,0.524,1.29,1.405,0.246,-999.0,1.08,7452600.0
2019,Hong Kong,East Asia,5.43,1.122,0.287,0.44,1.277,1.438,0.258,-999.0,1.064,7507900.0
2020,Hong Kong,East Asia,5.510399818,1.136630654,0.332485437,0.459356517,1.243584275,1.376746058,0.288280904,-999.0,0.883,7481000.0
2021,Hong Kong,East Asia,5.477,0.893,0.342,0.408,0.841,1.525,0.232,-999.0,0.772,7413100.0
2022,Hong Kong,East Asia,5.425,0.942,0.383,0.4,0.954,1.957,0.147,-999.0,0.701,7346100.0
2015,Hungary,Central and Eastern Europe,4.8,0.75905,0.02758,0.32112,1.20215,1.12094,0.128,12.4,1.45,9843028.0
2016,Hungary,Central and Eastern Europe,5.145,0.67608,0.04472,0.1977,0.93164,1.24142,0.099,11.79,1.53,9814023.0
2017,Hungary,Central and Eastern Europe,5.323999882,0.687763453,0.036636937,0.175863519,1.343133092,1.286011934,0.078401662,11.86,1.54,9787966.0
2018,Hungary,Central and Eastern Europe,5.62,0.732,0.022,0.259,1.401,1.171,0.061,12.72,1.55,9775564.0
2019,Hungary,Central and Eastern Europe,5.758,0.828,0.02,0.199,1.41,1.201,0.081,12.86,1.55,9771141.0
2020,Hungary,Central and Eastern Europe,6.000400066,0.806793869,0.027548173,0.386401802,1.423009396,1.164307117,0.070491239,12.24,1.59,9750149.0
2021,Hungary,Central and Eastern Europe,5.992,0.615,0.04,0.454,1.083,1.301,0.067,11.58,1.61,9709891.0
2022,Hungary,Central and Eastern Europe,6.086,0.668,0.064,0.485,1.233,1.748,0.078,12.62,1.52,9643048.0
2015,Iceland,Western Europe,7.561,0.94784,0.14145,0.62877,1.40223,1.30232,0.4363,1.44,1.8,330815.0
2016,Iceland,Western Europe,7.501,0.86733,0.14975,0.56624,1.18326,1.42666,0.47678,2.68,1.74,335439.0
2017,Iceland,Western Europe,7.504000187,0.833552122,0.153526559,0.627162635,1.610574007,1.48063302,0.475540221,2.47,1.71,343400.0
2018,Iceland,Western Europe,7.495,0.914,0.138,0.677,1.644,1.343,0.353,2.26,1.71,352721.0
2019,Iceland,Western Europe,7.494,1.026,0.118,0.591,1.624,1.38,0.354,2.31,1.74,360563.0
2020,Iceland,Western Europe,7.504499912,1.000843406,0.144540772,0.661980748,1.547567487,1.326501608,0.362330228,2.03,1.72,366463.0
2021,Iceland,Western Europe,7.554,0.772,0.17,0.698,1.172,1.482,0.293,2.43,1.82,372520.0
2022,Iceland,Western Europe,7.557,0.803,0.191,0.718,1.32,1.936,0.27,2.11,1.589,382003.0
2015,India,South Asia,4.565,0.51529,0.08492,0.39786,0.38174,0.64499,0.26475,-999.0,2.287,1322866505.0
2016,India,South Asia,4.404,0.45091,0.08722,0.40285,0.29247,0.74036,0.25028,-999.0,2.273,1338636340.0
2017,India,South Asia,4.315000057,0.455427617,0.092226885,0.469987005,0.754372597,0.792221248,0.231538489,-999.0,2.2,1354195680.0
2018,India,South Asia,4.19,0.485,0.093,0.539,0.747,0.721,0.172,-999.0,2.177,1369003306.0
2019,India,South Asia,4.015,0.588,0.085,0.498,0.765,0.755,0.2,-999.0,2.109,1383112050.0
2020,India,South Asia,3.573299885,0.54057014,0.105587982,0.581142247,0.644198656,0.730576158,0.237072483,-999.0,2.051,1396387127.0
2021,India,South Asia,3.819,0.383,0.106,0.622,0.316,0.741,0.246,-999.0,2.031,1407563842.0
2022,India,South Asia,3.777,0.471,0.123,0.647,0.376,1.167,0.198,-999.0,2.011,1417173173.0
2015,Indonesia,Southeast Asia,5.399,0.63793,0.027973678285714287,0.46611,1.08708,0.82827,0.51535,26.13,2.345,259091970.0
2016,Indonesia,Southeast Asia,5.314,0.49374,0.00322,0.39237,0.87625,0.95104,0.56521,26.24,2.309,261850182.0
2017,Indonesia,Southeast Asia,5.262000084,0.492345721,0.015317135,0.443323463,1.274444699,0.995538592,0.611704588,26.05,2.262,264498852.0
2018,Indonesia,Southeast Asia,5.093,0.522,0.018,0.538,1.215,0.899,0.484,26.06,2.234,267066843.0
2019,Indonesia,Southeast Asia,5.192,0.66,0.028,0.491,1.203,0.931,0.498,26.21,2.215,269582878.0
2020,Indonesia,Southeast Asia,5.285600185,0.610437036,0.038278613,0.568161428,1.154800892,0.891720712,0.542646527,26.2,2.194,271857970.0
2021,Indonesia,Southeast Asia,5.345,0.433,0.046,0.598,0.786,0.954,0.541,26.01,2.175,273753191.0
2022,Indonesia,Southeast Asia,5.24,0.539,0.047,0.62,0.883,1.382,0.468,25.96,2.153,275501339.0
2015,Iran,Middle East and North Africa,4.686,0.69805,0.05863,0.30033,0.54447,1.0088,0.38086,18.93,2.053,81790841.0
2016,Iran,Middle East and North Africa,4.813,0.64232,0.0557,0.22544,0.38857,1.11758,0.38538,19.03,2.07,83306231.0
